-3.33376840e-01,-1.06756249e+00
-9.13105058e-01,2.27597369e-01
-8.95421797e-01,-1.19600548e-01
7.10890148e-02,-9.43164621e-02
5.95405304e-03,8.16741147e-02
7.60162153e-02,7.53138241e-03
1.04411593e+00,5.56073723e-01
6.96094810e-01,7.16996248e-01
3.71744578e-01,9.23558929e-01
-5.37203892e-02,-9.83802204e-01
-9.09588198e-01,1.84993898e-01
4.39166912e-02,1.26059441e-01
1.08514388e-01,-2.13825097e-01
1.03303078e-01,9.00529676e-02
2.81990247e-01,8.80734090e-01
-6.10434416e-01,-7.23005253e-01
-9.52360872e-01,-5.96663508e-01
-4.30334085e-01,9.27105541e-01
1.33199226e-01,-3.15967209e-02
5.84057096e-01,-7.25152281e-01
1.92585029e-01,9.97042596e-01
-1.51577452e-01,9.95496542e-02
-1.92826062e-01,1.02233744e+00
-8.18236607e-01,6.10459390e-01
-1.06608863e-01,-1.33050652e-01
1.55426985e-01,-1.62445039e-01
-8.86495357e-02,8.75364587e-02
1.14830818e-01,1.88340673e-01
-3.29744669e-02,9.38990359e-01
-4.56206048e-01,1.05349812e+00
3.35262907e-02,-7.81141296e-02
-2.80336894e-01,9.79822761e-01
1.77430925e-01,-9.37515300e-01
-7.82359534e-02,7.78571348e-02
-1.63996825e-01,-8.30865723e-02
-1.44014271e-02,-1.07714166e+00
4.02276187e-01,-7.61628320e-01
3.33607784e-02,1.57259259e-01
5.66914423e-03,2.28096376e-02
7.33655077e-01,6.34606822e-01
-6.13791225e-02,-9.02998284e-02
-1.15792885e-01,-1.25910960e-02
2.68945187e-02,-2.00188459e-01
9.55277967e-01,-2.32998046e-01
1.62213768e-01,-2.17852408e-01
4.64207347e-04,-5.86585289e-02
8.28537675e-02,2.76226123e-03
-3.46594882e-01,-1.02716396e+00
-1.07735892e-01,1.67721685e-01
-8.46534779e-02,-2.25507989e-01
-2.00954792e-01,-6.52589475e-03
-6.00118376e-01,7.53364135e-01
-2.17207704e-01,8.73121124e-02
9.22998551e-01,-9.51894127e-02
1.54776061e-01,1.19845388e-01
1.95703688e-01,-1.60969299e-01
5.31186587e-01,-9.64748103e-01
8.35814113e-01,-5.74394055e-01
2.15472542e-01,6.21491349e-02
2.17377650e-01,2.17829452e-01
5.33844060e-02,-1.44849666e-01
8.36282799e-02,-2.84430407e-01
1.73465639e-01,5.98500141e-02
9.77780505e-01,4.84104736e-01
1.52413572e-01,-8.99943401e-02
-8.59302070e-01,4.38046478e-01
8.68313881e-02,2.04914771e-01
1.78900894e-01,-2.39848951e-01
-3.17372993e-02,9.02188301e-03
-2.07347429e-02,-1.55526949e-01
-6.72911200e-01,6.97030905e-01
9.63157660e-02,-4.80354826e-02
-1.12763562e+00,-2.73161942e-01
-1.04287352e-01,6.66894079e-02
-8.87646227e-01,1.30902434e-01
-9.40340007e-01,-2.63631312e-01
-8.00849651e-01,6.00284371e-01
5.16662865e-01,-9.88186766e-01
9.65089810e-01,5.45072981e-02
-8.27070614e-01,-6.90368303e-01
-6.94818985e-01,7.16752584e-01
1.15473925e-02,1.33400287e-01
4.43164613e-01,9.08924389e-01
-1.33917312e-01,1.31979089e-01
-3.96244354e-02,-2.31454575e-01
9.17715289e-01,5.25255881e-02
-1.15869098e-01,1.82736074e-01
-6.53361329e-01,-1.08098312e+00
1.03036638e+00,-3.21930996e-01
7.33770381e-01,6.70741934e-01
-1.07294839e+00,-4.78041542e-01
-1.99522234e-01,1.07832843e-01
9.21666981e-01,-6.34491891e-01
-8.60356971e-02,-6.36044095e-02
6.00789791e-03,1.28861669e-02
-2.41337547e-01,-1.07009784e+00
4.65363901e-02,-8.66789511e-02
6.41849986e-01,-6.60846428e-01
9.56414248e-01,1.24940210e-01
2.36668743e-01,-1.92700454e-02
