4.65115066e+00,2.50149720e+00
6.78305139e-01,3.72279606e-01
-5.27084354e-01,5.23677575e+00
-8.90728186e-02,1.92683157e+00
3.48090327e+00,1.27799479e+00
1.53506501e+00,2.46029490e+00
1.03118030e+00,4.07916671e+00
4.36279795e+00,2.67428141e+00
5.11477898e-01,3.94102403e+00
1.09117592e+00,7.02039266e-02
5.58775499e-01,4.49140609e+00
1.61224932e+00,6.10408647e-01
1.22620005e+00,5.47575417e+00
-1.12487959e-01,4.36612180e+00
1.73366348e+00,1.86061133e+00
4.91504125e+00,2.03103904e+00
3.40723063e+00,-3.98254150e-01
1.69317541e-01,3.87232353e+00
4.76178629e-01,3.43762134e-01
1.13136823e+00,1.54476269e+00
1.16220699e+00,4.75758235e+00
6.02407040e-01,4.37118574e+00
1.16779193e+00,2.74928117e+00
-4.21909730e-01,5.38477911e+00
2.68319951e+00,6.91808062e-01
8.52407456e-01,4.79650553e+00
1.16156173e+00,-9.40625865e-02
9.88870103e-01,6.44683192e+00
1.50890596e+00,4.70419652e+00
2.41315333e+00,2.48932674e+00
2.50697816e+00,-4.21617289e-01
1.05609075e+00,4.66675360e+00
7.30007514e-01,9.60261755e-01
2.53047558e+00,-4.14010151e-01
1.53308326e+00,3.11678013e+00
2.39080556e+00,4.08787752e+00
1.24606833e+00,9.35860330e-01
1.97337760e+00,2.95367493e+00
2.34355090e+00,2.82199634e+00
2.65758410e-01,1.42493370e+00
-2.81993480e-01,2.59976580e+00
2.81560514e+00,6.06701785e+00
-1.07125415e+00,6.64471780e+00
1.45908005e+00,3.48201522e+00
6.47519435e-01,3.23000908e+00
2.25527572e+00,1.65970138e+00
2.00812814e+00,-5.04048537e-01
1.63047483e+00,-7.52277892e-01
-9.79967938e-01,4.85912603e+00
4.92457742e-01,5.77072141e+00
1.93712449e+00,1.01489716e-01
5.03839230e-01,1.21812470e+00
2.76217271e+00,6.57885434e+00
1.40390976e+00,5.15167513e+00
3.69997563e+00,2.55854852e+00
1.12856459e+00,4.78617456e+00
3.23605092e+00,2.68647645e+00
1.50862852e+00,9.18638651e-01
3.16029811e+00,1.28013684e+00
2.80554526e+00,-1.02480553e+00
1.29225223e+00,1.70938361e+00
2.11637618e+00,4.12215868e+00
-3.08633067e-01,5.56912940e+00
2.86202123e+00,1.38661786e+00
1.14912236e+00,6.04891554e+00
1.45762858e+00,3.21310212e+00
-6.86865005e-02,3.60916773e+00
3.21733967e+00,3.13105387e+00
3.37485904e+00,1.68398014e+00
2.01359352e+00,3.41318930e+00
1.35195132e+00,3.27887244e+00
1.55892474e+00,7.17886209e-04
4.29633827e+00,1.98491725e+00
1.85117875e+00,4.45856682e+00
4.94540093e-04,2.23224820e+00
2.15083566e-01,3.86849793e+00
8.14176111e-01,1.71557708e+00
2.79216277e+00,2.00431167e+00
3.64687460e-01,3.77809817e+00
9.42451405e-01,4.81778557e+00
1.02179670e+00,3.18974160e+00
1.18918145e+00,3.82165020e+00
-5.48311920e-01,5.46706338e+00
1.88951535e+00,4.44979735e+00
3.63303913e-01,2.88702871e+00
-9.82897949e-02,4.76807032e+00
3.19196988e+00,7.11651548e-01
2.45261890e+00,5.74664315e+00
1.22178609e+00,7.18102212e-01
2.74717650e+00,6.47705153e-01
2.98141618e+00,1.88586864e+00
3.08346426e+00,1.16432948e-01
9.59880851e-01,2.23808321e+00
8.55009105e-01,-9.56061656e-01
2.76916497e+00,4.05759741e+00
-2.08731770e+00,5.08812964e+00
1.28292544e+00,-1.77042012e+00
3.19457249e+00,1.00272515e+00
-9.60407339e-01,4.04849899e+00
5.84744899e-01,1.91089923e+00
