1.41281595,1.5303347
1.81336135,1.6311307
1.43289271,4.37679234
1.87271752,4.18069237
2.09517785,1.0791468
2.73890793,0.15676817
3.18515794,0.08900822
2.06156753,1.96918596
2.03835818,1.15466278
-0.04749204,5.47425256
1.71444449,5.02521524
0.22459286,4.77028154
1.06923853,4.53068484
1.53278923,0.55035386
1.4949318,3.85848832
1.1641107,3.79132988
0.74387399,4.12240568
2.29667251,0.48677761
0.44359863,3.11530945
0.91433877,4.55014643
1.67467427,0.68001896
2.26908736,1.32160756
1.5108885,0.9288309
1.65179125,0.68193176
2.49272186,0.97505341
2.33812285,3.43116792
0.67047877,4.04094275
-0.55552381,4.69595848
2.16172321,0.6565951
2.09680487,3.7174206
2.18023251,1.48364708
0.43899014,4.53592883
1.24258802,4.50399192
0.00793137,4.17614316
1.89593761,5.18540259
1.868336,0.93136287
2.13141478,1.13885728
1.06269622,5.17635143
2.33466499,-0.02408255
0.669787,3.59540802
1.07714851,1.17533301
1.54632313,4.212973
1.56737975,-0.1381059
1.35617762,1.43815955
1.00372519,4.19147702
1.29297652,1.47930168
2.94821884,2.03519717
0.3471383,3.45177657
2.76253526,0.78970876
0.76752279,4.39759671
